"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"CIDRb1_CT_PREICHvar93",23.821,13.012,251.951,1.988,35.866,7.704,0,26.031,0,5,0.98,2.877,0,7.491,4.002,21.077,172.331,9.601,0,28.202,4.846,1.011,0,0,1.996,0,0.848,32.32,0.897,3.001,15.529,743.157
"CIDRb1_CT_RAJ116var01",9.163,21.673,21.564,22.224,19.382,3.857,9.895,120.793,173.72,0,10.457,2.556,0,27.034,2.958,2.074,23.862,87.993,86.401,369.864,0,9.854,17.765,27.1,1.936,0,3.07,71.962,8.719,8.875,162.438,1.517
"CIDRb1_CT_RAJ116var09",0,2.037,97.853,36.863,144.671,2.709,47.981,28.589,6.359,1,7.257,260.031,0,44.684,1.367,79.217,291.658,19.025,5.406,3.458,25.298,0,1.903,59.956,4.876,3,24.212,83.809,31.127,264.169,158.616,18.915
"CIDRb1_CT_RAJ116var11",1.093,2.614,4.841,10.726,85.029,11.131,35.174,11.029,0,0,13.342,54.535,2.566,14.978,6.985,754.528,5.432,29.696,63.567,0,93.029,55.407,12.868,0,0,0,4.364,25.427,4.254,31.269,3.281,4.126
"CIDRb1_CT_RAJ116var17",2.986,95.084,132.937,32.381,20.754,14.491,3.289,201.302,31.962,0,18.587,19.96,1,79.84,3.911,5.481,0,70.138,170.742,10.994,26.047,15.976,64.479,0,4.301,5.636,0,45.815,7.994,0,34.73,37.538
"CIDRb1_CT_RAJ116var19",8.02,21.001,2.659,176.202,160.128,14.079,12.146,7.154,11.047,0,42.373,1.043,0,29.619,2,4.471,6.997,86.078,6.701,107.167,18.788,0,1.341,46.044,4.665,6,0,2.314,1.25,51.165,6.776,40.001
"CIDRb1_CT_RAJ116var23",0,0,399.819,5.343,57.127,19.999,5.973,25.051,0,9.07,83.564,0,1,39.229,2.426,3.372,0,0,9.488,33.623,0,6.583,31.887,0,1.995,66.36,1.925,198.728,0,17.437,61.793,10.639
"CIDRb1_CT_RAJ116var24",9.439,0.962,0,49.617,77.826,41.155,11.648,0,2.685,0,26.882,127.45,14.031,21.954,1.732,0.83,2.466,1,85.351,22.677,36.468,183.174,0,140.853,0,1.031,0,1.062,7.409,5.383,23.357,362.47
"CIDRb1_CT_RAJ116var27",2.427,5.753,27.76,31.27,17.944,38.236,35.166,1113.556,23.213,0,9.787,81.838,14.402,28.043,11.505,5.179,6.621,5.329,46.039,28.826,60.09,3.458,0,212.029,0,1.125,0,179.471,3.15,0,12.7,10.834
"CIDRb1_CT_RAJ116var32",9,10.201,386.597,37.475,22.464,0,16.804,1.075,10.876,6.007,8.096,306.128,0,9.193,0,2.153,18.434,32.879,14.762,259.891,18.686,0,12.712,0,1.285,19.029,0,14.698,0,3.499,12.779,60.797
"CIDRb1_CT_RAJ116var33",4.98,12.972,14.782,18.814,128.621,4.284,14.827,10.761,0,1.976,36.005,79.609,8.005,33.76,3.108,38.492,102.039,6.081,23.918,32.804,17.837,8.727,1.177,75.344,0,0,26.972,56.005,23.643,0,38.722,11.868
"CIDRb2_CT_DD2var38",0,2.182,0,0,0,0,8.09,0,0,0,1,0,0,0,1,416,0,0,3,0,7.075,0,0,0,0,0,0,0,2,0,1,0
"CIDRb2_CT_DD2var51",0,0,1.108,0.845,0,0,5,0,0,0,4.325,3,0,0,0,9.061,0,0,0,0,83.585,0,5,0,0,4,0,11.435,0,0,0,0
"CIDRb2_CT_IGHvar28",0,4.969,0,0,0,0,14.737,0,0,0,0,0,0,0,0,5,11,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5
"CIDRb2_CT_PFCLINvar59",0,0,1.049,4.337,0,0,10.971,2.032,0,0,2.08,174.902,0,0,0,1,0,59.334,0,2,0,4.733,1,0,0,0,0,0,4,0,4.622,0
"CIDRb2_CT_PREICHvar69",0,0,1.36,0,0,0.964,10.064,1.013,0,1,4.171,1,0,1.056,0,0,0,31.63,12.61,0,4.292,3.489,1.001,2.001,0,0,0,1.176,22.296,0,1.812,1
"CIDRb2_D2_RAJ116var12",0,0,0,1.005,0,0,54.647,46.634,0,0,0,0,0,12.529,1.327,0,0,95.134,0.998,0,0,0,0,0,0,0,9.368,0,0,0,0,53.255
"CIDRb2_NT_1799-3",0,0,0,0,0,0,15.682,14.938,0,0,0,0,0,37.945,4.662,0,5,63.396,1.002,0,2,1.001,0,0,6.975,0,4.018,12.609,0,0,0,5.379
"CIDRb2_NT_2052-3",0,0,0,0,0,0,3.375,128.414,0,0,0,0,0,0,0,0,0,43.162,0,0,0,0,0,0,2.997,0,0,15.762,4.572,0,0,11.834
"CIDRb2_NT_2157-1",0,0,7.283,0,0,0,3.439,421.352,0,0,0,0,0,39.923,0,0,0,13.526,0,0,2,0,0,0,6.702,0,0.944,38.073,0,0,0,10.354
"CIDRb2_NT_IGHvar12",0,0,0,1,0,0,33.267,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,8.987,0,0,0,11.827
"CIDRb2_NT_IGHvar22",0,0,0,0.997,0,0,6.986,0,0,0,0,0,0,0,0,0,3,17.821,0,0,0,0,0,0,3.288,0,0,27.461,0,0,0,4.809
"CIDRb2_NT_IGHvar24",0,0,0,0,0,0,27.77,481.357,0,0,0,0,0,27.289,4.011,0,0,129.525,0,0,2,0,0,16.788,0,0,0,21.686,0,0,0,49.651
"CIDRb2_NT_IT4var60",0,0,19.006,2.007,1,0,55.95,1.306,0,0,1.074,0,0,1.312,0,0,0,45.443,1.011,0,0,0,0,6.368,8.036,0,18.669,159.423,21.501,0,0,14.891
"CIDRb3_CT_DD2var33",21.234,2.251,269.815,26.33,69.874,57.696,32.456,10.016,1.344,0,10.774,1.827,0.5,33.359,0,1.004,6.766,0,58.672,5.667,2.955,2.224,2.673,0.552,0,0.501,8,0,5.087,31.27,13.347,73.323
"CIDRb3_CT_DD2var43",0,0.864,29.633,0,0,0,6.579,214.341,1,0,22.604,0,0,1,2.077,0,0,0,0,4.002,5,0,7.004,47.804,0,0,6.965,90.228,0,0,16.837,4.26
"CIDRb3_CT_HB3var02",0,0,33.601,0,4.33,0,3.3,203.723,0,0,1.267,0,0,1,3.126,0,0,0,6.027,0,0,1.156,2.577,12.232,1,0,0,42.095,0,11.522,0,0
"CIDRb3_CT_HB3var03",0,0,170.679,3.41,0,3.995,7.186,39.291,0,2,7.783,0,0,1,0,0,0,10.842,2.768,13.513,0,4.841,9.048,0,0,0,0,0,37.583,2.809,0,0
"CIDRb3_CT_HB3var11",6.496,1.109,13.389,1.149,6.221,184.013,4.825,18.513,0,0,141.107,156.032,0,0,0,130.138,0,0,81.759,23.471,0,3.584,6.827,0,0,0,0,16.558,3.832,9.932,22.022,0
"CIDRb3_CT_IT4var02",0,1.073,11.572,0,1.716,0,3.13,7.217,0,0,5.02,0,0,2.949,0,0,0,8.003,11.784,54.241,0,0,3.271,6.876,1,0,2.958,1.748,141.892,4.146,0,0
"CIDRb3_CT_PF13_0003",0,43.136,115.316,2.014,116.687,0,3.458,121.197,0,0,6.111,2.397,0,0,1.201,0,0,70,0,8.053,0,0,8.031,0,0,1.081,9.003,11.287,44.943,8.782,16.626,0
"CIDRb3_CT_PFCLINvar69",1,16,2.491,3.649,81.281,0,3.897,32.065,1,0,4.915,0,0,0,0,0,0,3.947,0,19.633,0,0,50.412,0,0,5.027,0,42.951,0,0.939,12.904,1
"CIDRb3_CT_PREICHvar82",1.007,34.195,91.25,4.248,2.732,2.199,5.695,34.824,37.948,0,13.003,0,0,30.947,3.003,8.002,3.094,35.831,97.691,4.914,19.27,2.209,3.05,0,0,88.724,0,143.106,1.167,12.558,22.059,5.503
"CIDRb3_CT_RAJ116var36",21.234,2.251,0,0,69.874,57.696,32.456,10.016,1.344,0,10.774,1.827,0.5,33.359,0,1.004,6.766,0,58.672,5.667,2.955,2.224,2.673,0.552,0,0.501,0,0,5.087,31.27,13.347,73.323
"CIDRb4_CT_DD2var03",0,4.001,63.903,3.006,4.001,0,0,24.488,0,0,6.531,0,0,4.712,1,0,0,0,14.212,7.98,15.011,1.987,0,0,0,0,0,210,124.81,5,0,0
"CIDRb4_CT_DD2var04",30.124,0,56.712,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11.8,0,1.065,2386.518,0,0,0,0,0,0,0,0.824,0,6,91.374
"CIDRb4_CT_DD2var22",0,3.008,2.712,0,0,0,0,0,0,0,0.971,5,0,1.258,0,0,0,0,0,1.001,3.954,0,0,0,0,0,2.006,3,0,0,0,0
"CIDRb4_CT_HB3var34",0,11.566,6.883,1.381,4.501,0,1.702,1,12,0,10.112,0,0,0.975,4,0,3.092,0,33.756,3,1,8.012,5.003,17.149,1,0,3,0,0,0,0,2.625
"CIDRb4_CT_IGHvar29",0,4.236,54.522,57.246,8.157,37.011,48.892,36.765,0,0,3.452,3.561,0,7.239,0,0,5,10.998,20.006,17.553,16.776,2.08,0,4,0,12.044,0,90.288,7.542,17.195,7.353,956.723
"CIDRb4_CT_IGHvar30",0,2.67,0,0,0,1.003,0,5.986,0,0,0,0,0,46.385,0,0,0,0,54.372,0,1296.265,0,0,118.487,1,0,0.93,0,78.845,0,73.544,0
"CIDRb4_CT_IT4var06",0,0,4.014,0,0,0,1.097,0,0,0,2,1,2,0,0,27.751,0,1,0,0,0,0,0,0,0,1,0,27.335,0,0,0,2
"CIDRb4_CT_IT4var34",0,0,25.748,0,60.459,0,2.014,3.508,1,0,9.662,0,0,20.431,0,0,0,14.992,88.43,0,0,0,7.073,1.139,0,3.067,2.002,0,15.535,3.051,21.819,0
"CIDRb4_CT_PF11_0008",0,0,0,0,0,0,1,1.827,0,0,4,0,0,0,0,0,0,0,2.434,0,0,0,0,3,0,0,37.017,47.534,4.053,1,0,0
"CIDRb4_CT_PFCLINvar68",0,0,3.722,1,3.001,0,2.979,927.528,0,0,7.03,0,0,1,36.805,0,0,0,2.751,0,33.016,3,1,0,0,0,16.123,892.89,20.1,0,0,0
"CIDRb4_CT_PFCLINvar75",0,3.004,50.095,0,8,0,1,5.003,0,0,0,0,0,0,0,6.256,0,0,0,0,21.449,0,0,0,0,0,0,0,4.816,0,0,0
"CIDRb4_CT_PREICHvar96",0,2,3.77,0,0,0,0,117.105,0,0,0,0,0,1,0,0,0,0,0,3,1.017,3,0.987,0,0,5.91,0,56.234,0,0,140.875,0
"CIDRb4_CT_RAJ116var30",0,0,1.019,1.536,0,0,0,22.469,0,0,6.039,0,0,2.321,0,0,0,0,0,16.02,0,1.989,0,0,0,0,0,7.009,19.909,0,2,2
"CIDRb4_NT_2052-1",0,11.958,0,0,1,0,0,0,0,0,0.944,0,0,0,11,0,0,0,0,0,0,0,0,0,0,150.133,0,0,0,0,2,0
"CIDRb4_NT_PFCLINvar75",0,1,0,6,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,15,0,0,0,0,0,256.867,0,0,0,0,0,0
"CIDRb5_CT_DD2var15",208.23,8.227,78.578,30.55,54.65,1.382,3.502,104.23,33.026,0,5.333,157.994,3.66,73.902,7.322,4.047,16.68,59.113,61.21,232.817,308.644,2.777,225.875,0,0,0.491,0,25.201,19.269,24.71,4.737,16.767
"CIDRb5_CT_DD2var16",9.345,10.076,227.247,45.117,3.111,56.965,5.882,14.017,3.504,1,29.669,60.623,0,68.404,1.435,9.603,0,17.562,188.22,161.561,10.842,10.784,10.115,1.234,7.997,32.902,1,102.404,26.466,5.457,8.771,314.067
"CIDRb5_CT_DD2var26",44.125,3.97,483.577,31.332,155.85,10.21,4.886,23.113,6.379,0,5.588,514.587,25,14.781,6.864,0,5,86.62,258.357,244.934,11.503,2.048,40.72,1.35,3.088,1.498,22.927,148.504,25.764,6.641,43.545,6.002
"CIDRb5_CT_DD2var44",1.374,10.683,90.898,10.323,5.361,33.833,8.155,39.859,0,1,73.659,14.707,2,91.8,3.272,8,0,3.186,184.268,16.038,0,16.018,45.868,2.342,0,45.685,0,2.923,7.552,5.895,52.688,6.048
"CIDRb5_CT_HB3var31",10.664,27.325,106.3,16.627,128.807,84.377,67.479,143.114,347.316,0,35.612,268.613,1,8.576,97.31,13.776,3.478,0,16.518,18.819,531.113,4.005,12.667,272.463,0,1.001,1.119,44.054,26.441,2.948,0,7.233
"CIDRb5_CT_IGHvar09",0,19.443,825.58,52.041,104.063,6.336,28.335,66.138,81.989,2,7.753,0,0,105.513,11.5,0,0,42.008,68.874,66.174,2.565,24.409,120.709,0,0,0,6.991,26.138,1.003,40.371,18.374,4.215
"CIDRb5_CT_IGHvar15",0,40.076,338.605,76.655,20.931,8.177,12.491,22.377,3.031,0,16.427,66.119,0,30.405,18.423,0,10.621,84.668,54.478,82.912,151.08,15.782,3.012,1,0,3.544,0,38.211,17.988,24.575,14.334,2594.415
"CIDRb5_CT_IGHvar32",0,1.028,27.366,1.616,9.205,1.006,19.474,0,0,0,1.048,8.635,0,20.345,0,0,0,6.72,10.14,56.453,319.069,1.223,8.867,0,0,1.018,1.003,2.015,0,4.548,35.334,20.85
"CIDRb5_CT_IT4var28",0,8.227,78.578,0,0,0,3.502,0,3.572,0,5.333,0,3.66,0,0,4.047,16.68,0,61.21,0,0,2.777,0,0,0,0.491,0,25.201,19.269,24.71,4.737,0
"CIDRb5_CT_IT4var33",219.322,3.288,48.41,19.853,25.196,58.777,7.498,1.76,5.039,0,0.72,40.567,0,54.124,20.375,2080.549,5.152,44.142,33.394,90.002,27.57,6.327,89.904,0,0,1.033,0,57.146,2.778,61.53,17.177,18.113
"CIDRb5_CT_IT4var58",73.247,53.288,37.262,13.946,70.666,42.998,21.883,0,0,35.699,42.759,15.066,0,36.288,0,0,9.698,28.791,79.875,284.576,142.238,12.015,4.168,2.407,7.426,15.843,0,3.91,71.115,8.319,86.876,37.76
"CIDRb5_CT_PFD1235w",0,18.425,898.433,24.748,82.897,11,7.908,28.401,1.169,0,67.687,17.735,0,270.592,19.007,0,12.444,101.302,522.151,38.769,97.923,85.999,136.369,0,0,5.011,3.018,0,10.783,5.618,14.519,12.964
"CIDRb5_CT_PREICHvar49",0,8.744,35.947,0,47.325,0,2.138,2.92,7.205,0,4.924,3.521,0,7,7.737,0,2,0,2.198,28,7.475,3.588,53.414,1,6.912,0,0,43.125,0,6.331,0,0
"CIDRb5_CT_PREICHvar77",1,0,7.001,1.922,0,0,0,0,0,0,12.096,0,0,0,0,0,0,0,40.446,36.988,0,4.114,0,0,0,0,0,27.263,0,4.516,0,0
"CIDRb5_CT_RAJ116var21",0,6.009,97.731,15.412,2.581,13.602,23.238,9.537,25.305,30.469,43.645,24.658,1,110.722,17.514,0,3.266,55.097,150.835,47.476,51.818,59.404,42.784,1.25,2.024,9.757,0,30.598,40.657,383.81,31.882,12.862
"CIDRb5_CT_RAJ116var31",66.952,100.565,610.294,60.01,58.683,42.849,24.033,39.436,128.355,2,14.293,47.426,0,52.813,10.005,0,4.002,39.581,482.939,8.887,172.326,34.583,228.89,1,0,46.765,1,150.991,10.908,88.56,3.9,1572.963
"CIDRb6_CT_DD2var20",135.376,3,0,3.46,301.874,143.902,4.721,9.411,5.003,0,87.689,140.854,0,6.577,1.299,3.015,0,2.809,334.858,67.377,0,10.167,9.862,0,2.994,5.367,0,93.292,19.868,4.027,10.57,9.004
"CIDRb6_CT_HB3var10",0,8.207,74.055,75.851,93.336,7.037,9.724,319.847,0,0,148.81,5.819,0,60.71,0,4.265,1,0,14.842,43.856,26.597,0,54.718,0,5.465,0,0,34.032,3.156,1.913,1.046,6.015
"CIDRb6_CT_HB3var36",4.001,40.613,47.058,30.768,39.265,4.033,25.237,9.909,44.247,0,26.673,315.803,18.015,21.053,9.208,0,18.074,2.919,109.379,40.448,31.011,5.649,0,2.202,0,14.117,0,24.889,40.903,0,20.521,0
"CIDRb6_CT_HB3var50",31.863,17.519,570.476,98.345,18.037,0,10.562,93.377,2.51,19.251,22.784,113.923,10.491,4.903,14.947,23.889,16.684,51.272,278.967,18.478,34.014,6.648,26.559,1.339,0,104.209,2.523,10.098,24.122,17.609,8.966,8.291
"CIDRb6_CT_IGHvar06",3.057,13.602,49.523,35.511,32.265,42.144,18.333,69.861,3.014,0,3.502,150.229,5.004,35.184,8.214,3.29,5.108,35.506,30.95,195.627,17.614,1.114,62.547,4.589,0,3.045,2,66.785,2,102.475,0.851,27.97
"CIDRb6_CT_IGHvar08",12.05,0,174.156,17.565,0,22.142,5.308,167.32,0.987,0,14.739,162.592,0,5.725,3.033,6.114,0.959,13.546,173.133,1.391,13.587,9.705,23.061,0,3.005,0.942,0,5.586,3.054,43.212,17.894,245.828
"CIDRb6_CT_IGHvar16",20.192,8.748,0,12.833,0,2.04,33.385,1,0,0,13.553,133.005,0,33.556,15,4.311,1.111,1.798,2.649,20.109,60.88,0,13.518,50.211,10.579,3.142,8.638,153.679,8.229,3.623,17.216,5.724
"CIDRb6_CT_IT4var16",14.87,13.08,58.391,35.678,10.663,0,32.776,66.731,2.734,0,51.396,10.091,0,36.302,51.219,6.733,234.559,31.211,35.664,229.592,4.433,25.431,28.517,0,0,2.05,0,75.049,176.289,111.818,6,821.058
"CIDRb6_CT_IT4var39",37.559,0,120.722,25.308,18.6,6.589,4.474,1.128,0,0.974,2.082,2.062,0,18.7,15.23,1,4.984,3.537,102.994,0,42.031,1.95,17.832,3.368,0,53.422,2,21.315,15.762,4.221,0,350.354
"CIDRb6_CT_IT4var44",17.08,40.455,15.822,31.117,4.981,1,73.771,0,0,102.604,29.303,0,0,12.678,0,80.172,21.882,0,16.922,178.892,42.323,1,0,0,0,0,0,91.486,4,4.488,47.591,1762.783
"CIDRb6_CT_PF07_0048",10,30.073,213.169,30.217,85.325,3.003,43.78,80.317,42.274,0,24.393,564.708,0,190.152,3.712,0,5.002,74.168,102.715,103.88,122.708,15.913,74.645,2.008,0,44.772,0,0,37.04,2.002,23.857,148.899
"CIDRb6_CT_PF13_0364",0,0,16.697,11.595,12.247,11.597,6.963,18.41,0,7.015,2.11,20.641,3,0,14.299,521.923,6.437,37.102,244.568,13.43,7.918,1.267,4.002,1.998,0,0,0,124.036,0,1.021,1.205,181.418
"CIDRb6_CT_PFCLINvar56",111.376,3.169,7.779,11.788,0,0,2.224,311.101,4.001,38.426,27.477,17.273,0,123.511,0,2.987,1.391,16.035,127.756,3.138,2.059,19.151,204.67,3.966,4.004,1.142,0,92.373,7.844,0,61.873,2.087
"CIDRb6_CT_RAJ116var13",11.217,8.005,18.322,10.17,1.004,2.953,2.015,0,8.355,1,36.664,0,0,7.196,7.202,0,7.315,60.438,0,54.853,19.624,49.339,11.004,0,0,0,0,1,5.056,46.752,4.178,9.119
"CIDRb7_CT_DD2var46",3,0,32.811,9.124,2.082,64.502,6.668,1.282,0,0,1.954,8.375,0,92.809,0,14255.183,0,26.816,212.313,1.314,2.122,5.83,368,0,0,3,0,98.149,0,1.658,5.145,4.43
"CIDRb7_CT_IGHvar33",0,15.837,4.672,5.533,17.575,1.083,16.799,34.04,0,0,12.232,146.029,2,148.773,9.517,84.596,0,28.009,39.103,13.31,8.976,29.804,56.816,1,5,17.541,3.984,108.428,0,63.273,0,17.506
"CIDRb7_CT_PFC1120c",2.355,3.812,12.655,70.963,156.205,10.538,2.008,41.349,70.016,0,42.049,14.557,3.998,75.729,9.063,2431.81,2.681,96.85,37.506,21.38,23.045,25.927,13.223,0,0,3.461,1,210.014,0,235.084,46.426,19.04
"CIDRd1_D3_AAQ73927",0,21.907,2.169,4.996,0,0,0,25.837,0,1.497,13.295,0,0,92.214,0,0,0,0,0,28.458,5.093,0,0,0,0,0,0,0,0,0,0,0
"CIDRd1_D3_DD2var03",0,1.169,0,3,17.826,0,6.776,101.503,0,0,0,0,0,70.543,0,0,0,0,2.686,199.571,24.382,0,0,0,0,0,0,0,0,2,0,4.428
"CIDRd1_D3_DD2var22",0,17.956,0,1.541,1.068,0,19.435,44.873,1,0,1.504,0,0,96.767,0,0,2.985,0,17.984,111.676,0,0,0,0,0,0,0,0,0,0,0,4.798
"CIDRd1_D3_DD2var52",0,2.061,0,0,10.129,0,1.106,9.801,0,0,6.992,0.998,0,81.449,0,0,0,0,0,43.228,494.913,0,0,0,1.001,0,0,0,0,0,0,1.145
"CIDRd1_D3_HB3var04",0,16.742,0,3.459,1.343,1,4.025,104.459,0,1,0,0,0,17.15,0,0,1,1.824,0,5.247,33.192,0,0,0,0,0,0,0,0,0,0,0
"CIDRd1_D3_HB3var05",0,32.121,0,0,6.003,2,19.198,3.663,0,0,1.041,0,0,28.341,0,0,0,0,7.89,36.723,114.818,0,0,0,0,0,0,0,0,0,0,4.998
"CIDRd1_D3_HB3var06",0,0,0,1,1.158,0,12.59,20.435,0,0,0,0,0,29.908,0,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,1
"CIDRd1_D3_IT4var02",0,0,0,0,2.235,2,6.388,16.301,0,1.503,5.576,1.002,0,0,0,0,0,0,0,36.185,43.829,0,0,0,0,0,0,0,0,0,0.836,1.969
"CIDRd1_D3_PF13_0003",0,10.856,0,1,0,0,14.937,50.366,1,0,0,0,0,148.773,0,0,3,0,0,1.044,214.339,0,0,0,0,0,0,0,1,0,1,0
"CIDRd1_D3_PFCLINvar05",0,7.078,0,0,3.792,0,9.584,113.376,0,0,0,0,0,120.328,0,0,0,0,1,16.191,76.802,3,0,1,0,0,0,0,0,0,0,1.029
"CIDRd1_D3_RAJ116var19",0,6.083,0,0,6.032,2,9.729,42.977,0,0,2.538,0,0,17.086,0,0,0,0,0,105.799,26.673,0,0,0,0,0,0,0,2,0,0,0
"CIDRd1_D6_PFCLINvar31",0,1,18.831,0,150,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4.09,0,0,0,0,16.999,0,0,0,0,0,0,2
"CIDRd1_D7_HB3var21",0,8.323,0,0,0,0,1.335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CIDRd2_D2_HB3var52",0,29.072,0,0,0,2,2.507,39.65,0,0,2.11,0,0,93.332,0,0,0,0,3.439,85.148,0,0,0,0,0,0,0,0,0,0,0,8.635
"CIDRd2_D3_DD2var04",0,2.101,12.483,0,1.961,0,12.173,230.158,0,0,1,0,0,0,1.021,0,7.027,0,0,40.608,0,0,0,0,1.719,0,0,2,0,0,0,0
"CIDRd2_D3_DD2var9b",0,0,0,0,1.432,0,17.394,184.504,0,0,0,0,0,2.602,0,0,2.283,0,0,8.809,105.542,0,0,0,0,0,0,0,0,0,0,0
"CIDRd2_D3_HB3var01",7.804,0,0,0,0,0,23.094,327.001,0,0,1.999,0,0,0,0,0,0,0,0,83.427,0,0,0,0,1.72,0,0,0,0,0,0,0
"CIDRd2_D3_PF08_0141",2.196,0,0,0,2.006,0,18.506,61.144,0,0,0,0,0,0,0,0,10.705,0,0,70.977,1,0,0,0,3.579,0,0,0,0,0,0,10.002
"CIDRd2_D3_PFCLINvar69",0,0,0,0,0,0,0,0.744,0,0,8.002,0,0,669.695,0,0,0,0,0,30.568,8.837,0,0,0,0,0,0,0,1,0,0,1.987
"CIDRd2_D3_RAJ116var05",0,0,0,0,7.014,0,23.402,95.637,0,0,0,0,0,29.685,0,0,0,0,8.502,0,178.905,0,0,0,0,0,0,0,0,3,0,0
"CIDRd2_D3_RAJ116var17",0,52.68,2,5.005,0,0,12.024,33.109,0,0,0,0,1,96.622,0,0,0,0,0,322.052,0,0,8,0,0.982,0,0,1,0,3,0,0.978
"CIDRg1_D5_HB3var25",0,39,0,0,0,0,1,0,0,0,2,0,5,0,0,0,3,0,44.044,0,0,0,0,0,0,0,0,0,14.809,0,0,0
"CIDRg1_D5_HB3var32",1.465,40.081,41.986,7.226,70,5.012,1,2,0,0,7.309,4.016,0,0,5.585,46,0,0,23.992,39.628,5,1,1.011,0,0,1.957,0,0,0,0,10,3
"CIDRg1_D5_HB3var40",0,1,12,4,9,0,0,0,0,0,3,0,0,1,0,0,20,0,161,0,0,3,0,0,0,4,0,0,6,0,0,0
"CIDRg1_D5_RAJ116var06",0,1,0,0,0,0,1,0,0,0,11.371,5,0,0,0,12.841,0,0,0,0,0,0,4.031,0,4.015,0,0,0,0,1.018,0,0
"CIDRg1_D5_RAJ116var29",0,0,0,4.784,246.471,0,6.005,0,0,0,17.978,4,0,7.003,6,15.718,0,10.428,17.639,0,0,10.25,0,0,0,6.924,0.999,0,29.775,54.682,100.954,42.552
"CIDRg1_D6_DD2var24",0,0,276,0,2,0,3.102,25.614,0,0,29.611,0,0,4.003,1.937,192.907,0,0,42.427,0,33.648,5.891,8.19,0,1,2,0,1,56.573,21.001,127.169,2.015
"CIDRg1_D6_DD2var30",0,3.706,1.04,12.99,182.122,0,1,1.835,0,0,2.048,0,0,11.997,48,112.178,0,0,7,50,7.715,4.859,3.962,0,0.985,1,2.001,0,0,0,47.946,0
"CIDRg1_D6_DD2var40",15,4,286.924,9,0,0,11,7.194,80.1,0,16.098,6,0,3.997,34.698,0,15,24.505,62.993,0,10.201,0,0.976,0,0,0,1,0,135.834,26.29,12.611,105.183
"CIDRg1_D6_IT4var08",1.535,455.213,1.014,1,0,0,0,0,0,0,19.72,0.984,24,0,5,1162.356,1,0,20.237,8.372,2,1,6.025,0,0,9.075,0,4,20.01,11.001,477.337,35
"CIDRg1_D7_DD2var50",1.5,0,6,5.604,0,0,11.946,0.678,0,0,76.222,0,0,0.5,21.532,0,0,8.177,0,2.5,72.718,0,0,0,0,0,0.5,0,0,0,36.903,54.605
"CIDRg1_D7_MAL6P1.4",1.5,0,6,5.604,0,0,11.946,0.678,0,0,76.222,0,0,0.5,21.532,0,0,8.177,0,2.5,72.718,0,0,0,0,0,0.5,0,0,0,36.903,54.605
"CIDRg1_D7_RAJ116var35",0,0,0,2,0,0,1,9,1,0,0,0,0,7,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,53,1.04
"CIDRg10_D5_IT4var23",0,22.486,99.663,16.185,4.311,22.516,21.201,90.799,31.677,0,29.23,115.469,9.2,11.347,0,45.175,81.165,30.889,35.944,3.188,59.952,1.206,0,0,2.069,141.656,7.884,38.973,35.49,10.044,0,676.595
"CIDRg10_D5_MAL7P1.50",0,15.349,275.063,26.019,1.732,73.532,11.492,45.59,1.707,3.24,11.015,4.615,1.627,28.085,15.75,2754.938,282.768,0,27.241,23.76,496.52,6.949,36.865,0,4.845,20.451,0,801.664,0,44.238,49.596,0.847
"CIDRg10_D5_PFCLINvar43",0,1.552,113.133,0,25.236,2.061,2.147,25.782,107.08,0,11.995,4.84,0,6.849,1.577,41.427,0,24.064,3.345,5.078,2.59,11.746,2.241,0,0,197.281,1.078,1.043,117.422,2.099,1503.039,231.37
"CIDRg10_D5_RAJ116var10",1,18.845,140.688,26.352,0,40.482,5.93,0.782,35.7,0,38.406,2.088,0,18.083,26.63,14.547,0,6.895,5.37,0,1194.956,2.781,11.488,0,0,396.304,29.044,87.292,15.369,1.075,26.532,58.702
"CIDRg10_D5_RAJ116var34",0,12.807,188.62,22.097,20.24,0,40.398,5.005,0,3,2.006,0,0,17.21,0,48.314,4.378,3.074,68.505,10.913,0,4.623,0,1.058,2.736,1,12.339,0,21.959,0,20.47,27.028
"CIDRg11_D5_IGHvar20",0,20.836,0,24.206,1.782,12.281,15.441,28.349,2.765,17.003,33.067,48.742,1.165,19.201,3.338,40.71,1.011,13.254,41.042,8.193,56.472,15.011,0,0,41.454,0,3.717,49.533,5.054,11.999,18.797,14.687
"CIDRg11_D5_PFD1000c",0,94.092,0,77.679,82.295,9.941,0,21.236,0,0,678.548,758.821,0,57.526,0,34.379,0,168.256,34.046,40.962,0,13.257,8.517,0,7.909,0,4.118,0,0,71.435,52.967,194.023
